org	id	likes	reviewer_url	reviewer	type	rating	date	review
Youthlinc	308460	1	/users/profile/399839	BrookeBurningham	Volunteer	5	10/06/2016	Youthlinc is an amazing nonprofit organization that I have been a part of for many years. They promote both local and international service and do a fantastic job in "creating lifetime humanitarians." I would recommend this organization to anyone!
Youthlinc	306647		/users/profile/397921	barajas_elizabeth12	Client Served	5	09/26/2016	Youthlinc is truly a great nonprofit organization, creating lifetime humanitarians. It has made an immense impact in my life and of those I love. I really enjoyed every moment of my experience with Youthlinc, starting from the beginning of my trip to actually going on the trip. It helped me become more confident, a better team member, and a hard worker. I would extremely recommend Youthlinc to any person who want to help other people either in their community or internationally. I will always remember Youthlinc, as the start of my lifetime as a humanitarian. 
Youthlinc	306027		/users/profile/397295	ToshinaYoung1	Volunteer	5	09/22/2016	My experience with Youthlinc was absolutely incredible and life changing! Thanks to my team leaders Britnie and Justin Powell, who lead our Madagascar trip through crazy ups and downs smoothly and with low stress. The experience in Madagascar was unmatchable and unforgettable! Thanks to this program, I have built and discovered skills I didn't know I possessed or had a passion for that I wouldn't have been able to discover without this incredible program!
Youthlinc	303302		/users/profile/394463	Writer	Volunteer	5	09/12/2016	The last two service trips that I have served with Youthlinc have been life changing, and I would not be the person I am today without the experience of a third world country. The culture was so different in both Madagascar and Cambodia, which exposes young adults to new people and new traditions that don't exist in their own country. I gained leadership skills from my previous trips and I feel more confident in acting as a role model for other students in the organization.  I love Youthlinc and I am excited to serve another year!
Youthlinc	302789		/users/profile/393937	Writer	Volunteer	5	09/07/2016	I had the experience of a lifetime working with Utah Youthlinc. It was amazing working with people both locally and abroad.  This was a life changing humanitarian effort for me.  The opportunity to experience another culture and get to know the love and warmth of the Cambodian people, without my family, allowed me to grow as a person.  At the end of my stay in the village, it was hard to say my goodbyes.  I can only hope that we helped to change and touch their lives for the better.  Thank you for allowing me this once in a lifetime chance.
Youthlinc	302528		/users/profile/393662	hindsammy	Volunteer	5	09/03/2016	Youthlinc is an amazing non-profit organization. You do local community service hours and out of the the country service. Last year I learned so much volunteering. Without Youthlinc I probably wouldn't have volunteered at different places. Going to another country and helping others there was a whole new experience for me and seeing how different other people live from me and seeing how we also aren't that different in life. I have just learned so much from Youthlinc.
Youthlinc	302065		/users/profile/393189	Annie U.	Volunteer	5	08/31/2016	Youthlinc has given me the opportunity to voice my opinion and make a change for those not only in my community but also by serving a village on my service trip just this passing June in Thailand! Being a young adult in today's world can sometimes consist of being labeled by some ageists of other generations as 'lazy, glued to our phones, and selfish.' However, by participating in service we are able to stand up for our beliefs to make the world better, make a change, be productive and bring a smile to a stranger which we never knew we could love so dearly. Youthlinc brings people together and gives us opportunities to open our hearts and to learn together, unifying the youth of our world, future generations to come, and allows us to define ourselves instead of accepting the words tossed around by those who doubt us. Whoever says you're too small to make a difference is wrong, because with Youthlinc I was shown that that statement is far from incorrect. 
Youthlinc	301983		/users/profile/393099	Cassandra18	Volunteer	5	08/31/2016	Youthlinc was an amazing experience! Youthlinc helped me get more involved in serving others locally and in Guatemala. It was an unique experience that helped me learn more about myself and more about what life looked like outside of the US. Although I ended most days in Guatemala covered in cement, it was worth is because I got to help other people and changed their lives. My Youthlinc teams was able to put cement floors in 37 Guatemalan houses. We also taught kids and adults English, taught people how to use sewing machines, taught people how to cut hair, and we were able to give and install stoves into different houses. I would highly recommend Youthlinc to anyone who wants to be more involved in service.
Youthlinc	301968		/users/profile/393077	John403	Volunteer	5	08/30/2016	Great experience! I had so much fun as a member on the Peru team. The trip didn't even feel like community service because of all of the amazing people you worked with and visited. Would recommend to any and everyone.
Youthlinc	301855		/users/profile/392913	ethan12345	Volunteer	5	08/30/2016	Youthlinc was an awesome experience, an experience of a lifetime! Their equal focus on local and international service truly helped instill a desire to serve. With an 80 hour minimum local service qualification, all members of Youthlinc had to sacrifice a lot in order to be eligible for this trip. We had to put other things on hold as we diligently worked to get 80 hours. And the international service was an experience I would not trade for anything. Seeing the eyes of Malagasy men, women, and children light up over the smallest things was something I will not forget. We worked alongside the people and helped make lasting impacts. We did not just go in and throw money at a problem. The experience I had with Youthlinc is something I am immensely grateful for! It has changed my life for the better and I hope to be able to continue to serve as Youthlinc has inspired me to do so well. 
